,label,judul_clean,narasi_clean
163,0,klarifikasi kpu terkait pernyataan ustaz haikal hassan juta pemilih gila,mohon maaf hassan pemilih gila hoax yang sesuai putusan maka pemilih dengan gangguan jiwaingatan gila salah jenisnya lagipula angkanya hoax juta didiskon juta yang
164,0,kotak suara dprd jambi dibakar otk,berita pagi tv one berhubung unggul jambi kardu kpu dibakar oknum menghilangkan bukti pahamkan kotak suara kardu
165,1,metro tv memberitakan penyerang senat australia pengagum jokowi,klaim sama metro tv nih kenal kagak mengomong pengagum urat malu nya deh putu besok ganti candi borobudur menara eiffel air terjun niagara klaim sih jae bangun
166,1,surabaya suruh coblo nomor amin,surabaya begitu sih suruh coblo nomor amin kasihan punah indonesiamaju
167,1,foto gajah menolong anak singa belalainya,seekor singa melintasi sabana anak nya karena pana terik anaknya tidak berjalan
168,1,white koffi berbahaya kandungannya mudah terbakar,kopi kesukaan ku ini stok kopi ku beli takut minumnya
169,1,zambian student ini china wa beaten tapi death,zambian student ini china ha been kill by chines nation for date chines woman
170,1,surat panggilan wawancara calon pegawai bank indonesia,beredar media sosial surat edaran mengatasnamakan bank indonesia bi berisi panggilan wawancara calon pegawai bi hoak
171,1,lapangan mustika ratu bekasi dijadikan acara poster undangan,poster beredar media sosial relawan nasion kabupaten bekasi berencana menggelar deklarasi lapangan mustika ratu cibuntu kecamatan cibitung minggu
172,1,bu mega saja setuju pki bangkit masak,subhanallah astagfirullah halazim allah hu akbar sadi nya berpikir politik pdip negeri
173,0,indonesia baromet bantah hasil survei pilpr jokowi prabowo,indonesia baromet meme hasil survei pilpr hoax alia indonesia baromet mengklarifikasi data bersumb indonesia baromet direktur eksekutif indonesia baromet qodari minggu
174,1,valid jokowi menjual indonesia,jokowi menjual indonesia
175,0,tulisan struk pembayaran ayam geprek eskom,klarifikasi lagitulisan inisiatif oknum karyawan yang hak mesin kasirbukan dari owner
176,1,selebaran kupon bazaar bera murah bergambar wajah charl honori kader pdip perjuangan,masuk mona tangan stempel logo kristusnya menonjol kupon charl honori kader pdipcaleg dapil dki hahhaha bilang saja lu mau menipu dasar kodok bangkong
177,0,lsf mengklarifikasi terkait pemotongan menit durasi film aveng infin war,lsf mengklarifikasi terkait pemotongan menit durasi film aveng infin war
178,0,nangkap polisi kamboja ribut netizen indonesia,nangkap polisi kamboja ribut netizen indonesia
179,0,baliho red armi kota malang simbol kebangkitan pki,red armi orang identik komuni identik satuan uni soviet vietnam china
180,1,pelatihan masjid cyber armi masjid baitul ihsan bank indonesia,hadirilah pelatihan masjid cyber armi diadakan sabtu desemb jam sd masjid baitul ihsan bank indonesia jakarta pusat
181,1,pernyataan gubernur papua bela ahok,gubernur papu luka enemb non muslim gubernur dki presiden indonesia biarkan papua melanesia merdeka
182,1,absen acara anak nasion jokowi pilih hadiri silatna relawan,ketidakhadiran presiden joko widodo jokowi puncak peringatan anak nasion han mataram ntb sabtu menimbulkan kekecewaan anakanak provinsi
183,1,video berita terbaru sri mulyani sanggup serahkan tugasnya rizal ramli,berita terbaru sri mulyani sanggup serahkan tugasnya rizal ramli
184,1,pesan berantai peringatan orang pintu pintu membagikan masker,orang pintu pintu membagikan masker pembagian masker pemerintah mengenakan masker difoto masker cocok laporan kalo masker alamat masker yang biu merampok tolong ambil masker orang ase temanteman kriti orangorang putu asa tingkat kejahatan meningkat period covid harap berhatihati informasi berguna bermanfaat mohon maaf salah katawaspada waspada yang mengenalnya
185,1,rsud jakarta depok ditutup karyawan positif covid,assalamualaikum wr wb teman spesialisjust infobeberapa rumah sakit terpaksa ditutup karyawan positif
186,1,wna diangkat direksi bumn,info bumn warga negara australia bernama antoniu reiner haryanto diangkat direktur transformasi bisni hold rumah sakit bumn pertamedika kalinya warga negara ase direksi bumn indonesia mohon bantu sebarkan info
187,1,sakitnya diagnosa nya covid,kebusukan rs bokap gue sakitnya diagnosa nya covid intinya yang meningg rs langsung voni covid angka kematian covid yang meningkat covid melaikan data rs
188,1,miscapt wolfpack photo,lesson ini wolfpack leadership the wolv ini front are old sick they walk ini front tapi set the pace of the run group lest they get left behind the next wolv are the strongest best they are task tapi protect the front side if there is an attack the pack ini the middl are alway protect from ani attack the behind them are also among the strongest best they are task tapi protect the back side if there is an attack the last one is the leader he ensur that no one is left behind he keep the pack unifi and on the same path he is alway readi tapi run ini ani direct tapi protect serv as the bodyguard tapi the entir group
189,1,jamur barang kadaluwarsa warga diimbau mal,teman yang sayangi meng ya mal dalam buka tolong mall ya karena pada mall tutup bareng rusak yang berjamur mengerikan
190,1,vaksin kali kekhalifahan ottoman,vaksin kali kekhalifahan ottoman ladi mari montagu istri dube british istanbul menuli surat temannya istanbul vaksinasi mengobati orang cacar istanbulladi mari menceritakan perempuan anakanak dikumpulkan lengan goresan mengalami demam ringan selanjunya imun surat dokumentasi tertua produksi pemakaian vaksin suratsurat tertangg april edward jenner penemu vaksin cacar smallpox penelitian edward menemukan teori tehniknya memproduksi vaksin loui pasteur pembuat vaksin rabi antrax studi produksi vaksinnya kehabisan uang menuli surat sultan abdul hamid ii sultan menyetujui syarat laboratoriumnya dipindah istanbul pasteur menolak syarat tersebut sultan dokter ottoman dijadikan asisten penelitian diterima pasteur sultan mengirim bantuan lira ottoman pasteur penghargaan medali order of medjidi st class vaksin rabi dibawa istanbul januari vaksin rabi kali diproduksi istanbul
191,1,profesor dari tasuku honjo viru korona alami cina membuatnya,profesor fisiolog kedokteran jepang profesor dari tasuku honjo menciptakan sensasi media viru korona alamijika alami mempengaruhi dunia sesuai sifatnya suhu berbeda negara alami berdampak buruk negaranegara memiliki suhu cina
192,1,koka ya mall lockdown salah staff diata suspect covid,omd indonesia offic tower rd floor unit jl casablanca raya kav jakarta selatan koka ya mall lockdown salah staff diata suspect covid
193,1,minuman beralkohol mengurangi risiko infeksi novel coronaviru covid,penelitian lua temuan mengonsumsi minuman beralkohol membantu mengurangi risiko infeksi coronaviru covid vodka direkomendasikan minum membersihkan membersihkan
194,1,foto anak durhaka berubah buaya gunung picung kecamatan tenjolaya kabupaten bogor,warga bogor dihebohkan anak dikutuk ibunya anak dikutuk batu sang gunung picung kabupaten bogor bertanyatanya kebenaran berita berita anak berubah batu berkembang cepat media sosial facebook
195,1,keren yahmobil sitaanmasih keluarmaha lembaga tersuci,keren yahmobil sitaanmasih keluarmaha lembaga tersuci
196,1,foto pekerja sutet peristiwa mati listrik jakartajabarbanten,sabar ya mereka berusaha benerin
197,1,oktob prabowosandi dilantik,jkw menang pilpr enggak otomati dilantik pasal uud mengharuskan pemenang pilpr menang wilayah provinsi suara wilayah provinsi persen
198,1,penampakan jin mata sipit hakim maka,penampakan jin mata sipit hakim maka editan asli lihat video cina taipan intervensi maka
199,1,ahok gantikan maruf amin,ahok gantikan maruf amin
200,1,tusuk gigi kunyit pendeteksi borax,simbol kb jari daerah bantul projotamansari dipaksa tutup terpal setdaahudeh kroni ame jari tuh patung kagak salah apa lo blongsongi pakai terpal kayak buah nangka parah coyi
201,0,polri kominfo blokir situ skandalsandiagacom,komunikasi kemenkominfo memblokir situ ya kabid huma polda metro jaya komb argo yuwono selasa
202,1,penculikan anak kusan hilir kabupaten tanah bumbu kalimantan selatan,ds batuah ds
203,0,video jokowi bagibagi duit dipelintir,penelusuran jawa po video beredar media sosial
204,1,siapsiap konsumsi garam impor china,siapsiap komsumsi garam impor china
205,1,bahaya ucapan selamat gif whatsapp,info
206,1,lowongan kerja garuda indonesia,pt garuda indonesia persero tbk mengundang menarik muda enerjik bergabung pramugari udara dapatkan kesenangan berkelil dunia memperkenalkan keramahan indonesia berminat silakan kirimkan surat cv lamaran via email recruit indonesiaasia kisaran gaji rp rp tergantung posisi
207,1,rakyat vietnam usir ribuan warga cina,negeri maukah kalah rakyat vietnam filipina malaysia hongkong china diusir jongo budak manusiamanusia terjajah
208,1,ridwan kamil ditingg pemilih religiu pilgub jabar mendukung lgbt,dukung lgbt ridwan kamil ditingg pemilih relegiu pilkada jawa barat
209,0,emosi dominasi politik,emosi dominasi politik
210,0,bahasa jepang ike dikonotasikan komuni sipit pki lgbt,awa orang tua memiliki putra putri remaja beranjak dewasa bekali bentengi putraputri denga ilmu agama putarputri terjerumu jurang kehancuran salah satunya ikehikeh colek komuni hmmm matanya sipit
211,0,ani kalah muslim marah revolusi,rekam jejak bagu program nyata isu sara ujung tombak kampany kalah pula
212,1,klarifikasi penyebar berita detikcom hoax,media onlin media dare
213,1,fpi bubarkan pengobatan grati dpp pdi perjuangan tambora,pasangan calon gubernur wakil gubernur dki basukidjarot menghadapi tindak kekerasan kampany kali sekelompok orang atribut bendera keagamaan topi bertuliskan fpi menghentikan paksa bhakti sosial pengobatan grati massal baguna badan penanggulangan bencana dpp pdi perjuangan kelurahan jembatan besi kecamatan tambora minggu tanggal januari
214,1,logo bank indonesia pecahan seratu ribu bendera tentara komuni,logo bank indonesia pecahan seratu ribu bendera tentara komuni
215,1,biskuit crispi cracker diklaim mengandung lilin mudah terbakar,vidio biskuit crispi cracker mengandung lilin mudah terbakar
216,1,rokok marlboro berisi ganja,produsen rokok phillip morri menjual jeni rokok menggandung ganja marijuana produk dipasarkan jeni marlboro tersedia outlet khusu berlisensi negara colorado wshington dc
217,1,antenna ini your mask,antenna insid of your mask
218,1,pk menolak bersandiwara,pk menolak bersandiwara
219,1,jerman awan hitam tedengar suara adzan lingkungan tidak masjid,jerman awan hitam tedengar suara orang adzan lingkungan tidak masjid orang yang lokasi menonton mengambil gambar awan merekam suara adzan tersebut silakan saksikan
220,1,film kapten amerika capten steve bangun modern lihat viru corona,di kapten amerika capten steve bangun modern lihat viru corona repost follow me for more
221,1,jaga jarak memutuskan matarantai eh konser rame doi,jaga jarak memutuskan matarantai eh konser rame doi aduhpiy iki piy
222,1,menag izinkan masjid gelar salat tarawih pandemi covid,menteri agama fahrur rozi mengizinkan masjid melaksanakan sholat tarawih buka puasa dll ramadan menjaga kebersihan kewaspadaan
223,1,pasarpasar tradision tanjung karang teluk betung besok tutup sd,utuk saudara yang beli obat vitamin untuk persediaan rumahbelilah sekarangkarna stok obat vitamin yang lagi dibutuhkan stoknya sudah menipi distributor farmasi obatan expedisi banyak yang diliburkan pasar tradision tjkkarang teluk betung besok yang tutup hari sd hari karena semprotdisterilisasi dari pemerintah yang beli sayuran belilah
224,1,area kantor nokia menara mulia dibersihkan karyawan meningg,area kantor nokia menara mulia besok dibersihkan karyawan nokia lantai tibatiba meningg senin kemarin masuk rs tanggal maret meningg tanggal maret kondisi demam muntah suspect typu suspect corona depok lucunya temanteman secub almarhum tibatiba demam
225,1,istana meresmikan pki diperbolehkan indonesia,istana meresmikan pki diperbolehkan indonesia
226,1,razia indomi taiwan,siaran berita malam tv taiwan berita indomi indonesia terditeksi mengandung bahan pengawet dipakai kosmetik bahan merusak maag hati diperintah diturunkan rak penjualan toko kota menjual indomi
227,1,polisi mengamankan mobil berisi bahan peledak pelantikan presiden wakil presiden,halo lsm ham bilang pengamanan pelantikan presiden lebay aparat mobil no polisi palsu berisikan bahan peledak
228,1,mahasiswa usir penumpang gelap,ayo temanteman mahasiswa usir penumpang gelap barisan
229,1,artikel jokowi china bantu padamkan kebakaran hutan indonesia,departemen pemadam kebakaran rrc china membantu saudara dekatnya indonesia memadamkan kebakaran hutan mengurangi kabut asap
230,1,menit riau tibatiba jakarta,menit yang meninjau kebakaran hutan lahan riau tibatiba jakarta hoax
231,1,posko perlawanan kebangkitan pki glodok,posko perlawanan kebangkitan pki daerah glodok
232,1,ketua kpu husni kamil mayatnya penuh bercak darah,cek tangkapan layar
233,1,jembatan palembang dipenuhi pendukung jokowi sake penuhnya tumpukan pasir,masya allah tumpukan pasir palembang jokowi
234,1,rakyat cina kpu surabaya daftar dapat pemilu,beraksi datangi kpu boooooss foto diambil gedung kpu daerah surabaya jawa timur rakyat china kpu daftar dapat pemilu
235,1,kwik kian gie meningg dunia,kwik kian gie
236,1,manusia pro pki,manusia yang kemarin pasang tagar pancasilaprettt prabowolah yang lebih pancasilai karena tidak mire kiri komuni tidak juga mire kanan isi wahabi dll cebong dungu yang masih mengikuti kegiatannyakrn manusia pro pki
237,0,bkd provinsi papua janjikan jatah penerimaan cpn,staf bkd papua uang menjanjikan jatah penerimaan cpn
238,1,tni diselundupkan tanah arab,save palestina
239,1,penangkapan tuyul desa karangejo blitar,sing rumongso kelangan tuyul ndang reneo inbok wa timbang sikso
240,1,tentara cina nyamar,halim perdanakusuma ditangkap tka tiongkok dalam proyek kereta api cepat bdg jakarta
241,1,penyusup gpib maranatha bandung,kapolrestab bandung komb pol hendro pandowo berita terkait salah terduga terori wilayah hukum polrestab bandung berita hoax iya hoax jemaat hendro selasa
242,1,dilaporkan polisi hate speech pendiri sewordcom anggap salah alamat,artikel menyingkat nama gubernur wakil gubernur terpilih dki jakarta ani baswedan sandiaga uno sebutan asu bahasa jawa anj artikel disertai ilustrasi gambar anj menyalak alif mengaku manajemen sewordcom menegur penuli konten berita diubah dihapu tulisan diaks
243,0,penerapan sistem ganjil genap tol cikampek,rencana membatasi kendaraan berdasarkan pelat nomor ganjilgenap tol jakartacikampek diuji coba selasa uji coba sistem pagi
244,0,pemerintah asik duduk dikursi diskusi bilang,bantu ya sob rakyat indonesia tau yang raku dunia sakit hati saudara diperlakukan penguasa raku mereka seblumnya hidup damai sebagai petani lihat kedamaian disana
